1642977334.890343,0,0.0
1642977344.8958626,2856,0.0
1642977354.897904,3,285.6
1642977364.9007194,1,285.9
1642977374.9032555,0,286.0
1642977384.9057896,0,286.0
1642977394.907536,2,286.0
1642977404.9087467,0,286.2
1642977414.9141726,0,286.2
1642977424.9168284,3,286.2
1642977434.9178524,0,286.5
1642977444.9187887,552,286.5
1642977454.920446,765,56.1
1642977464.9216223,0,348.5
1642977474.924424,0,110.5
1642977484.927835,0,110.25
1642977494.9303923,0,110.16666666666667
1642977504.9322884,0,110.16666666666667
1642977514.934178,0,110.16666666666667
1642977524.9365172,0,110.0
1642977534.940271,0,110.0
1642977544.9440935,0,110.0
1642977554.9472215,0,109.75
1642977564.9507532,0,109.75
1642977574.9541101,0,181.82608695652175
1642977584.9564667,0,57.65217391304348
