1642977605.804363,0,0.0
1642977615.8059392,99,0.0
1642977625.8108687,36,9.9
1642977635.8129714,3,13.5
1642977645.8155282,18,13.8
1642977655.8170404,0,15.6
1642977665.8186045,0,15.6
1642977675.8212268,12,15.6
1642977685.8237286,6,16.8
1642977695.8256145,0,17.4
1642977705.8280363,0,17.4
1642977715.8315847,0,17.4
1642977725.8325388,3,4.333333333333333
1642977735.8352816,3,4.333333333333333
1642977745.8361669,6,2.6666666666666665
1642977755.8381817,6,3.3333333333333335
1642977765.8414688,0,4.0
1642977775.8442113,0,2.6666666666666665
1642977785.847837,0,2.0
1642977795.8518069,0,2.0
1642977805.854446,0,2.0
1642977815.8564513,0,2.0
1642977825.8602948,0,1.6666666666666667
1642977835.861976,0,1.3333333333333333
1642977845.8637435,6,2.0
1642977855.8676643,0,2.3333333333333335
1642977865.871788,3,1.6666666666666667
1642977875.8739934,3,1.5
1642977885.877748,0,1.6666666666666667
1642977895.8820596,0,1.6666666666666667
1642977905.8846145,6,1.6666666666666667
1642977915.8864617,0,1.8333333333333333
1642977925.8890355,0,1.6666666666666667
1642977935.8918555,0,1.3333333333333333
1642977945.8954673,0,1.0
1642977955.8975332,0,1.0
1642977965.8992808,0,1.0
1642977975.901148,0,1.0
1642977985.9028442,0,1.0
1642977995.905122,0,1.0
1642978005.9076872,0,1.0
1642978015.9116595,0,1.0
1642978025.914121,0,1.0
1642978035.915838,0,0.6666666666666666
1642978045.9184036,0,0.6666666666666666
1642978055.9200447,0,0.5
1642978065.9235454,0,0.3333333333333333
1642978075.9283156,0,0.3333333333333333
1642978085.931515,6,0.3333333333333333
1642978095.9347239,0,0.3333333333333333
1642978105.9364657,0,0.3333333333333333
1642978115.938086,3,0.3333333333333333
1642978125.9418576,3,0.5
