timestamp,window,packages,predicted
1643485922.739155,None,59,0.0
1643485922.8596518,None,49,9.076923076923077
1643485923.0376697,None,43,19.914285714285715
1643485923.07733,None,14,27.37037037037037
1643485923.1942854,None,11,24.88888888888889
1643485923.4541898,None,21,21.22222222222222
1643485923.5627513,None,21,19.37037037037037
1643485923.5933282,None,12,16.74074074074074
1643485923.7652152,None,18,13.518518518518519
1643485923.826374,None,14,13.0
1643485923.987219,None,4,12.518518518518519
1643485923.9873838,None,4,9.814814814814815
1643485924.0591486,None,7,7.37037037037037
1643485924.1742547,None,23,6.222222222222222
1643485924.1926343,None,4,9.148148148148149
1643485924.4552078,None,24,7.444444444444445
1643485924.4744332,None,4,10.703703703703704
1643485924.70128,None,10,9.148148148148149
1643485924.7196558,None,8,8.925925925925926
1643485924.844736,None,16,8.037037037037036
1643485924.9961576,None,30,8.88888888888889
1643485925.115155,None,12,13.11111111111111
1643485925.1213417,None,4,12.37037037037037
1643485925.3796825,None,24,10.296296296296296
1643485925.510872,None,16,12.666666666666666
1643485925.5521524,None,7,12.74074074074074
1643485925.9202,None,12,10.518518518518519
1643485926.0217416,None,16,9.74074074074074
1643485926.168875,None,6,10.518518518518519
1643485926.234757,None,11,8.925925925925926
1643485926.322241,None,5,8.37037037037037
1643485926.522345,None,12,6.962962962962963
1643485926.8692374,None,20,7.518518518518518
1643485927.014179,None,18,9.666666666666666
1643485927.0598004,None,28,11.074074074074074
1643485927.271175,None,37,14.62962962962963
1643485927.3461447,None,6,19.37037037037037
1643485927.409281,None,16,16.25925925925926
1643485927.6057003,None,7,15.333333333333334
1643485927.6702223,None,14,12.25925925925926
1643485927.7336957,None,8,11.222222222222221
1643485927.8622453,None,8,9.0
1643485927.958271,None,10,7.518518518518518
1643485928.135158,None,9,7.555555555555555
1643485928.1447926,None,10,7.222222222222222
1643485928.1633735,None,4,7.37037037037037
1643485928.1807895,None,7,6.074074074074074
1643485928.2110832,None,18,5.814814814814815
1643485928.4654098,None,16,8.037037037037036
1643485928.5142634,None,9,9.444444444444445
1643485928.6237428,None,14,9.074074074074074
1643485928.8072138,None,12,9.814814814814815
1643485928.8752923,None,6,9.962962962962964
1643485929.1147444,None,32,8.481481481481481
1643485929.2262416,None,20,12.814814814814815
1643485929.468269,None,16,13.962962962962964
1643485929.5787501,None,31,14.074074074074074
1643485929.7352567,None,16,17.25925925925926
1643485930.4767568,None,34,16.48148148148148
1643485930.7622597,None,13,19.555555555555557
1643485931.065699,None,21,16.925925925925927
1643485931.3216987,None,36,16.77777777777778
1643485931.4697173,None,21,19.925925925925927
1643485931.5833082,None,17,19.0
1643485931.6887689,None,14,17.555555555555557
1643485931.9517334,None,10,15.407407407407407
1643485932.198766,None,6,13.11111111111111
1643485932.5637567,None,6,10.037037037037036
1643485932.6169558,None,16,7.518518518518518
1643485933.2232852,None,18,8.333333333333334
1643485933.3242438,None,10,9.777777777777779
1643485933.6093552,None,19,9.407407407407407
1643485933.740336,None,14,11.185185185185185
1643485934.0657554,None,40,11.518518518518519
1643485934.3427405,None,13,17.333333333333332
1643485934.421301,None,22,15.88888888888889
1643485935.0489182,None,15,16.555555555555557
1643485935.5370002,None,18,15.518518518518519
1643485935.650858,None,6,14.962962962962964
1643485935.91638,None,12,11.777777777777779
1643485936.2128851,None,31,10.222222222222221
1643485936.5244114,None,44,13.925925925925926
1643485936.7959762,None,20,19.85185185185185
1643485937.0948675,None,14,19.62962962962963
1643485937.3260508,None,24,17.88888888888889
1643485937.617778,None,34,18.51851851851852
1643485937.8999639,None,24,20.703703703703702
1643485938.1574044,None,17,19.85185185185185
1643485938.2774122,None,18,17.703703703703702
1643485938.4862807,None,13,16.77777777777778
1643485938.6997793,None,10,14.814814814814815
1643485938.858002,None,6,12.222222222222221
1643485939.4923491,None,34,9.25925925925926
1643485939.6697905,None,14,13.555555555555555
1643485940.0113065,None,26,13.037037037037036
1643485940.607977,None,35,15.296296296296296
1643485941.1403465,None,38,19.25925925925926
1643485942.164333,None,27,23.074074074074073
1643485942.759476,None,22,23.40740740740741
1643485943.6714323,None,34,21.85185185185185
1643485944.155377,None,26,23.40740740740741
1643485944.7698486,None,48,22.444444444444443
1643485945.337947,None,29,26.37037037037037
1643485945.8994656,None,21,25.59259259259259
1643485946.4769595,None,24,23.37037037037037
1643485946.7939785,None,40,22.037037037037038
1643485947.274876,None,44,24.185185185185187
1643485947.656075,None,20,27.0
1643485948.1934621,None,12,23.814814814814813
1643485948.3503923,None,10,19.88888888888889
1643485948.8320186,None,16,16.14814814814815
1643485949.3410783,None,25,14.148148148148149
1643485949.802597,None,21,14.444444444444445
1643485950.1364763,None,14,14.407407407407407
1643485950.7345366,None,8,13.666666666666666
1643485951.0629618,None,7,11.814814814814815
1643485951.3611057,None,10,9.88888888888889
1643485952.051516,None,16,8.74074074074074
1643485952.4068358,None,23,9.148148148148149
1643485952.9670727,None,24,11.444444444444445
1643485953.6510246,None,19,13.88888888888889
1643485954.2205682,None,12,14.851851851851851
1643485954.9072623,None,18,13.851851851851851
1643485956.350536,None,24,14.0
1643485956.984033,None,10,15.185185185185185
1643485957.6174908,None,13,12.962962962962964
1643485957.8611639,None,12,11.88888888888889
1643485958.3859992,None,14,11.0
1643485958.756083,None,22,10.814814814814815
1643485959.1053822,None,16,12.333333333333334
1643485959.6455295,None,22,12.37037037037037
1643485960.0096204,None,15,14.037037037037036
1643485960.5775967,None,17,13.703703703703704
1643485961.2345495,None,18,13.74074074074074
1643485961.7475564,None,16,13.814814814814815
1643485962.0825274,None,18,13.296296296296296
1643485962.8961058,None,12,13.444444444444445
1643485963.3655806,None,8,12.185185185185185
1643485963.8511808,None,11,10.407407407407407
1643485965.0180995,None,11,9.555555555555555
1643485965.8136218,None,18,8.925925925925926
1643485965.9571857,None,12,10.11111111111111
1643485966.794812,None,20,9.88888888888889
1643485967.6768067,None,12,11.666666666666666
1643485968.2553456,None,10,11.37037037037037
1643485968.8064346,None,8,10.481481481481481
1643485969.4988158,None,16,9.185185185185185
1643485970.6104014,None,11,9.777777777777779
1643485971.6009917,None,11,9.333333333333334
1643485972.0194013,None,33,8.925925925925926
1643485972.764926,None,28,13.74074074074074
1643485973.1709082,None,16,16.666666666666668
1643485973.384951,None,4,16.25925925925926
1643485973.9568841,None,8,12.88888888888889
1643485974.5058584,None,5,10.851851851851851
1643485974.7878983,None,8,8.25925925925926
1643485975.2283823,None,8,6.555555555555555
1643485975.6201117,None,16,5.777777777777778
1643485976.0690315,None,9,7.518518518518518
1643485976.4211507,None,19,7.703703703703703
1643485977.013398,None,10,9.925925925925926
1643485977.4744694,None,14,9.74074074074074
1643485978.0063958,None,6,10.25925925925926
1643485978.7218974,None,14,8.777777777777779
1643485979.8907883,None,13,9.148148148148149
1643485980.7294557,None,4,9.37037037037037
1643485981.8168325,None,6,7.444444444444445
1643485982.9294171,None,4,6.518518518518518
1643485983.3874242,None,8,5.296296296296297
1643485984.391327,None,22,5.333333333333333
1643485984.8748384,None,16,8.407407407407407
1643485985.8148487,None,28,9.851851851851851
1643485986.476526,None,18,13.851851851851851
1643485987.690465,None,11,14.74074074074074
1643485989.1556022,None,14,13.62962962962963
1643485990.0230691,None,8,12.925925925925926
1643485990.8451295,None,18,10.666666666666666
1643485991.36208,None,16,11.148148148148149
