timestamp,window,packages,predicted
1644774726.574132,None,10,0.0
1644774726.5795624,None,23,1.8181818181818183
1644774726.7262936,None,544,6.839506172839506
1644774726.830976,None,393,113.76000000000002
1644774727.07451,None,906,169.60800000000003
1644774727.4718053,None,1195,271.5684156378601
1644774728.1994138,None,2127,425.47367969821676
1644774728.6686287,None,1463,624.6642676824404
1644774728.9542267,None,1070,744.4265151563775
1644774729.026148,None,266,790.9370129911808
1644774729.342594,None,1221,715.9460111352979
1644774729.3882263,None,147,788.0965809731125
1644774729.6377149,None,1014,696.5113551198108
1644774729.8479939,None,766,741.8668758169807
1644774729.9681659,None,445,745.3144649859836
1644774730.0564783,None,250,702.4123985594146
1644774730.1274056,None,180,637.7820559080697
1644774730.424014,None,1403,572.384619349774
1644774730.4507997,None,64,691.0439594426634
1644774730.47659,None,59,601.4662509508544
1644774730.5846934,None,512,523.9710722435896
1644774730.7702265,None,664,522.260919065934
1644774730.8971734,None,436,542.509359199372
1644774732.191894,None,3698,527.2937364566046
1644774732.5470297,None,1321,980.2517741056611
1644774733.3302128,None,3707,1028.9300920905666
1644774733.862917,None,1502,1411.5115075062
1644774734.0355246,None,600,1424.4384350053142
1644774734.9254122,None,4053,1306.661515718841
1644774735.2671309,None,1310,1698.9955849018638
1644774735.4248586,None,652,1643.4247870587405
1644774735.9282985,None,2382,1501.7926746217777
1644774736.0002184,None,261,1627.5365782472381
1644774736.4490979,None,1612,1432.3170670690613
1644774736.9904902,None,1948,1457.9860574877669
1644774737.180463,None,755,1527.9880492752288
1644774737.2806485,None,393,1417.5611850930534
1644774737.4448643,None,503,1271.1953015083316
1644774737.5490236,None,338,1161.45311557857
1644774737.9229813,None,1439,1043.816956210203
1644774738.2444136,None,1549,1100.2716767516026
1644774739.237877,None,4169,1164.3757229299451
1644774742.0566437,None,10728,1593.6077625113817
1644774745.0097647,None,11792,2898.5209392954703
1644774746.2988675,None,5292,4169.017947967546
1644774746.6822755,None,1504,4329.443955400754
1644774746.8871233,None,1020,3925.809104629218
1644774747.1713312,None,1137,3510.693518253616
1644774747.515555,None,1611,3171.5944442173854
1644774747.9460826,None,1894,2948.652380757759
1644774748.206483,None,1222,2797.9877549352223
1644774748.3652024,None,671,2572.8466470873336
1644774748.434642,None,311,2301.1542689320004
1644774749.876573,None,5734,2016.846516227429
1644774750.2088933,None,1233,2547.8684424806534
1644774750.708365,None,1303,2360.030093554846
1644774750.9285645,None,848,2209.0257944755826
1644774751.175602,None,961,2014.593538121928
1644774751.3541565,None,776,1864.0801755330813
1644774751.9404304,None,2310,1708.640150456927
1644774754.3053548,None,10799,1794.5487003916517
1644774755.6524904,None,6514,3080.898886049987
1644774755.7333133,None,293,3571.3419023285605
1644774755.8914673,None,587,3103.007344853052
1644774755.974299,None,357,2743.577724159759
1644774756.789275,None,3691,2402.6380492797934
1644774758.7613702,None,9484,2586.689756525537
1644774760.8310783,None,10480,3572.0197913076036
1644774760.9307742,None,378,4558.874106835089
1644774761.0653727,None,567,3961.6063772872194
1644774761.1799488,None,476,3476.6626091033313
1644774761.8860633,None,3447,3047.9965220885697
1644774772.4708571,None,53194,3104.99701893306
1644774785.0353408,None,61828,9104.334115459296
1644774795.0343583,None,50685,15694.792351026885
1644774809.8221893,None,72141,20068.568307148525
1644774823.2556727,None,67666,26577.62226875496
1644774831.577585,None,40189,31713.66948516059
1644774840.4416234,None,41995,32773.08579951552
1644774855.4425802,None,73853,33925.825074576074
1644774868.8725564,None,66784,38916.721940254065
1644774882.267874,None,67663,42400.1316977223
1644774895.5616617,None,66609,45557.990235507015
1644774908.738854,None,65538,48189.36645606864
1644774921.240562,None,63303,50357.94564906006
1644774934.3829203,None,66470,51976.07744292755
1644774948.1488714,None,68917,53787.81776256161
1644774962.0135763,None,69466,55678.96554224141
1644774975.6999054,None,66699,57402.34484946123
1644774987.9413295,None,60419,58564.42674327858
1644775001.2579055,None,66082,58796.24840036876
1644775014.0131552,None,64342,59706.967350322666
1644775027.9876258,None,70647,60286.346431532336
1644775040.693799,None,62868,61581.42812759079
1644775054.6072078,None,69903,61742.24961164194
1644775068.8044033,None,68057,62762.3434101867
1644775083.2108905,None,71171,63424.175483913365
1644775097.8289127,None,71714,64392.52854842419
1644775111.1998482,None,67091,65307.71247987117
1644775124.0591083,None,64161,65530.62341988727
1644775137.8409815,None,68765,65359.42049240136
1644775145.5864897,None,35541,65785.1179308512
1644775154.127903,None,39167,62004.603189494796
1644775166.891468,None,63557,59149.902790807944
1644775167.2669125,None,1632,59700.78994195695
1644775167.8968325,None,2657,52442.191199212335
1644775169.6611292,None,7606,46219.04229931079
1644775170.0357423,None,1516,41392.412011896944
1644775170.2534618,None,1031,36407.860510409824
1644775170.9955015,None,3458,31985.752946608598
1644775171.1958861,None,867,28419.783828282525
1644775171.4329753,None,798,24975.68584974721
1644775173.3430707,None,8964,21953.475118528808
1644775176.2026823,None,12618,20329.790728712705
1644775178.9673603,None,11632,19365.816887623616
1644775181.3089755,None,9252,18399.089776670662
1644775182.1377904,None,3352,17255.703554586828
1644775182.604526,None,1981,15517.740610263474
1644775183.4184618,None,3718,13825.64803398054
1644775183.7754629,None,1689,4582.465949600368
1644775184.081991,None,1448,4196.670489653652
1644775185.4861665,None,4976,3830.181091033165
1644775186.1775894,None,2501,3982.9569455620767
1644775187.024288,None,3827,3785.3626861538
1644775197.2115998,None,51673,3790.91432799996
1644775198.9709723,None,7896,8878.33713180964
1644775199.7878895,None,3113,8769.18856160857
1644775201.713348,None,9164,8140.723165874283
1644775207.6451573,None,27340,8254.42059188825
1644775225.725308,None,89270,10375.04052612289
1644775247.927713,None,110232,19141.147134331455
1644775259.3913717,None,56026,29262.353008294627
1644775260.3883069,None,4391,32236.091562928556
1644775264.6598558,None,19100,29142.192500380937
1644775265.7318604,None,4574,28026.393333671942
1644775267.5675557,None,7764,25420.571852152836
1644775268.2064035,None,2994,23458.730535246967
1644775270.4039786,None,10117,21184.87158688619
1644775274.4116802,None,19949,19955.108077232166
1644775277.3509793,None,14420,19954.429401984147
1644775280.7052171,None,15432,19339.492801763685
1644775281.3380878,None,3037,18905.326934901055
1644775282.4099438,None,5056,17142.179497689827
1644775282.8414629,None,1815,15799.27066461318
1644775283.0845034,None,877,14245.462812989492
1644775283.3399427,None,977,12760.07805599066
1644775283.584991,None,936,11450.847160880585
1644775284.1543987,None,2019,10282.53080967163
1644775294.1566267,None,48361,9364.360719708116
1644775309.0192327,None,73947,13697.320639740548
1644775321.2027035,None,60545,20391.729457547153
1644775334.2959332,None,64677,24853.203962264135
1644775350.1010456,None,76778,29278.07018867923
1644775363.0227063,None,64958,34555.84016771487
1644775376.4671786,None,65887,37933.85792685766
1644775389.3989987,None,64255,41039.76260165125
1644775403.6448832,None,69554,43619.23342369
1644775416.1232677,None,61858,46500.8741543911
1644775429.0703478,None,64744,48207.221470569864
1644775442.2381225,None,65259,50044.64130717321
1644775455.1420784,None,65113,51735.12560637618
1644775467.955735,None,63760,53221.55609455661
1644775481.119046,None,66024,54392.49430627254
1644775493.9183621,None,64146,55684.883827797814
1644775507.849039,None,67801,56625.00784693139
1644775520.0461686,None,60692,57866.7847528279
1644775533.1437879,None,60983,58180.697558069245
1644775546.4006538,None,65379,58492.06449606155
1644775561.2638085,None,72341,59257.27955205471
1644775574.7701423,None,66737,60711.02626849307
1644775588.1383424,None,66111,61380.578905327166
1644775602.3538337,None,70517,61906.181249179695
1644775616.3712814,None,68974,62862.938888159726
1644775628.5381002,None,59853,63541.945678364194
1644775642.3645568,None,66692,63132.06282521262
1644775655.5268755,None,65685,63527.61140018899
1644775670.2380295,None,71191,63767.32124461243
1644775683.1033733,None,64080,64592.174439655486
1644775696.1848855,None,65478,64535.26616858265
1644775709.856606,None,67870,64640.01437207347
1644775722.7003047,None,63662,64998.9016640653
1644775732.0338056,None,44205,64850.35703472471
1644775744.6589558,None,63426,62556.428475310844
1644775757.4898655,None,63105,62653.047533609635
1644775770.2779737,None,64116,62703.26447431967
1644775784.1796467,None,66333,62860.23508828415
1644775797.8766787,None,67346,63246.09785625258
1644775808.0729697,None,51134,63701.64253889118
1644775810.496784,None,8991,62305.23781234771
1644775812.1613855,None,6828,56381.43361097574
1644775813.4172301,None,5311,50875.496543089546
1644775814.3666039,None,3741,45812.774704968484
1644775815.1695976,None,2952,41138.133071083095
1644775816.5618973,None,6054,36895.229396518305
1644775816.8311963,None,1148,33468.42613023849
1644775817.1114364,None,1273,29877.2676713231
1644775819.5061483,None,11238,26699.015707842755
1644775819.757124,None,1172,24981.125073638003
1644775823.1090903,None,14526,22335.666732122667
1644775826.6514883,None,12464,21467.925984109035
1644775829.7177594,None,12675,20467.489763652477
1644775830.8813734,None,4462,19601.657567691087
1644775831.5261488,None,2573,17919.473393503187
1644775833.32762,None,7914,16214.309683113943
1644775833.9590287,None,2226,15292.053051656838
1644775834.5383828,None,2240,13840.269379250522
1644775837.390354,None,11655,12551.350559333796
1644775839.981979,None,9737,12451.756052741152
1644775840.7220078,None,2350,12150.116491325467
1644775842.0577357,None,6077,11061.21465895597
1644775844.071946,None,7865,10507.413030183085
1644775846.2429118,None,10429,10213.811582384964
1644775863.151295,None,83318,10237.721406564411
1644775881.3406613,None,87212,13329.318557018425
1644775902.04617,None,100263,20365.764408730956
1644775921.3623836,None,93861,27975.02494123277
1644775938.3826144,None,84191,34249.87970873441
1644775940.6250832,None,9172,39006.17687933113
1644775941.4072492,None,3387,36164.826700347214
1644775941.7888045,None,1709,33043.12891936176
1644775942.4375448,None,2729,30058.926165136832
1644775942.9806573,None,2114,27456.076054171423
1644775945.4219685,None,9600,25042.54500139319
1644775946.5781684,None,4407,23571.826429831934
1644775949.300829,None,11157,21746.604865086036
1644775951.0589726,None,6759,20738.071068411173
1644775951.5207481,None,1672,19406.730966657728
1644775952.0137997,None,1873,17717.708969833184
1644775954.1609547,None,8761,16208.68906794431
1644775955.7967627,None,7292,15499.385347187708
1644775956.734697,None,3379,14717.729599836499
1644775958.1269932,None,5217,13637.85059032826
1644775958.9060533,None,3374,12835.864819820807
1644775959.5925436,None,2822,11934.73483698073
1644775961.4099205,None,7917,11066.85532869685
1644775962.4853916,None,4242,10766.869106916198
1644775963.0810833,None,2280,10145.453001495607
1644775964.2025404,None,4043,4064.188469305137
1644775964.5561619,None,1613,4061.9581041151223
1644775965.8194735,None,5445,3804.173040524057
1644775966.2143135,None,1639,3976.891667837314
1644775966.545617,None,1406,3730.797808064965
1644775967.0272331,None,1675,3486.0822493212845
1644775967.3932805,None,1366,3295.442012550623
1644775967.832763,None,1641,3092.342853334768
1644775968.436864,None,2388,2939.5699214047927
1644775969.2790716,None,3166,2881.5099296779727
1644775970.2439854,None,4477,2911.4562528697647
1644775972.1020012,None,8247,3076.2503315150525
1644775972.673888,None,2253,3620.5397703029416
1644775974.164412,None,6288,3476.588215534211
1644775975.350817,None,4635,3772.5262981095575
1644775976.1627932,None,3143,3863.3130035717095
1644775976.8125288,None,2564,3787.4905821431084
1644775979.0579195,None,8914,3658.7020998122553
1644775981.0563016,None,8420,4211.891352463597
1644775981.5431433,None,1809,4654.850157467429
1644775982.5442228,None,3639,4355.286982997174
1644775983.4023023,None,3813,4279.888353207998
1644775984.9709177,None,6110,4230.742210765051
1644775988.408692,None,14266,4428.558820158203
1644775990.4511952,None,9561,5464.078944352076
1644775991.0468907,None,2703,5895.333792315016
1644775993.4162817,None,10478,5559.298656281856
1644775994.820481,None,6423,6077.056692462713
1644775995.3710165,None,1981,6113.471777466638
1644775996.6383224,None,5756,5678.474748259623
1644775998.1823752,None,6474,5686.6353010744
1644776002.1122177,None,18207,5769.5157956981475
1644776004.025296,None,9216,7078.7246593088685
1644776004.745456,None,2960,7303.701010960567
1644776005.2206237,None,1735,6846.469325596297
1644776005.699786,None,2041,6308.41992290195
1644776005.9393523,None,1097,5859.217825754376
1644776007.2919428,None,5908,5357.931738832863
1644776008.1326623,None,4021,5415.833661060982
1644776009.8637016,None,7782,5269.009065159826
1644776010.5209017,None,2998,5533.53442672195
1644776010.8849652,None,1529,5266.6360660143755
1644776011.5223005,None,2681,4873.200690644441
1644776012.3669882,None,3703,4642.442723208184
1644776015.3861382,None,12199,4543.55401550206
1644776016.5626752,None,5098,5349.390434922896
